,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
65,5898,City,7.0,Trip Completed,2016-07-15 09:50:28,2016-07-15 10:40:39
66,6142,Airport,7.0,Trip Completed,2016-07-15 15:50:15,2016-07-15 16:36:56
67,380,Airport,8.0,Trip Completed,2016-07-11 08:18:00,2016-07-11 09:18:00
68,1050,Airport,8.0,Trip Completed,2016-07-11 19:39:00,2016-07-11 20:30:00
69,1769,City,8.0,Trip Completed,2016-07-12 08:57:00,2016-07-12 09:24:00
70,2520,City,8.0,Trip Completed,2016-07-12 21:05:00,2016-07-12 22:20:00
71,3265,Airport,8.0,Trip Completed,2016-07-13 10:22:07,2016-07-13 11:07:02
72,4648,City,8.0,Trip Completed,2016-07-14 11:55:10,2016-07-14 12:59:34
73,449,Airport,9.0,Trip Completed,2016-07-11 09:08:00,2016-07-11 09:52:00
74,846,Airport,9.0,Trip Completed,2016-07-11 17:46:00,2016-07-11 18:52:00
75,1346,Airport,9.0,Trip Completed,2016-07-11 23:39:00,2016-07-12 00:23:00
76,1474,Airport,9.0,Trip Completed,2016-07-12 05:13:00,2016-07-12 05:56:00
77,2240,City,9.0,Trip Completed,2016-07-12 18:20:00,2016-07-12 18:54:00
78,3072,Airport,9.0,Trip Completed,2016-07-13 08:04:57,2016-07-13 08:36:37
79,3459,Airport,9.0,Trip Completed,2016-07-13 17:03:30,2016-07-13 17:31:49
80,3774,Airport,9.0,Trip Completed,2016-07-13 20:41:24,2016-07-13 21:27:29
81,4023,City,9.0,Trip Completed,2016-07-13 23:58:41,2016-07-14 00:58:39
82,4117,City,9.0,Trip Completed,2016-07-14 04:21:42,2016-07-14 05:07:07
83,4880,Airport,9.0,Trip Completed,2016-07-14 17:58:46,2016-07-14 19:02:42
84,5568,Airport,9.0,Trip Completed,2016-07-15 05:47:49,2016-07-15 06:25:49
85,5994,Airport,9.0,Trip Completed,2016-07-15 11:51:16,2016-07-15 12:32:12
86,1809,Airport,10.0,Trip Completed,2016-07-12 09:13:00,2016-07-12 10:01:00
87,2064,Airport,10.0,Trip Completed,2016-07-12 15:08:00,2016-07-12 16:14:00
88,3210,City,10.0,Trip Completed,2016-07-13 09:47:06,2016-07-13 10:52:37
89,4350,City,10.0,Trip Completed,2016-07-14 07:24:43,2016-07-14 08:22:09
90,4713,City,10.0,Trip Completed,2016-07-14 13:31:24,2016-07-14 14:10:56
91,5629,Airport,10.0,Trip Completed,2016-07-15 06:33:00,2016-07-15 07:19:53
92,6157,Airport,10.0,Trip Completed,2016-07-15 16:32:51,2016-07-15 17:44:44
93,2030,City,11.0,Trip Completed,2016-07-12 14:11:00,2016-07-12 15:02:00
94,3226,City,11.0,Trip Completed,2016-07-13 10:00:17,2016-07-13 11:02:52
95,3353,City,11.0,Trip Completed,2016-07-13 13:29:44,2016-07-13 14:09:00
96,4293,City,11.0,Trip Completed,2016-07-14 06:42:36,2016-07-14 07:12:41
97,4936,City,11.0,Trip Completed,2016-07-14 18:22:17,2016-07-14 19:14:36
98,5661,Airport,11.0,Trip Completed,2016-07-15 07:08:50,2016-07-15 07:59:00
99,5778,City,11.0,Trip Completed,2016-07-15 08:22:03,2016-07-15 09:13:04
100,6425,Airport,11.0,Trip Completed,2016-07-15 19:46:40,2016-07-15 20:26:51
101,45,Airport,12.0,Trip Completed,2016-07-11 03:17:00,2016-07-11 04:09:00
102,264,City,12.0,Trip Completed,2016-07-11 06:51:00,2016-07-11 07:40:00
103,1183,City,12.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 21:38:00
104,1536,Airport,12.0,Trip Completed,2016-07-12 05:59:00,2016-07-12 06:59:00
105,2437,City,12.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:26:00
106,2641,Airport,12.0,Trip Completed,2016-07-12 22:28:00,2016-07-12 23:05:00
107,4077,Airport,12.0,Trip Completed,2016-07-14 02:14:15,2016-07-14 03:13:09
108,4610,City,12.0,Trip Completed,2016-07-14 10:35:14,2016-07-14 11:39:01
109,5066,Airport,12.0,Trip Completed,2016-07-14 19:31:20,2016-07-14 20:14:03
110,5666,Airport,12.0,Trip Completed,2016-07-15 07:04:55,2016-07-15 08:12:37
111,5923,City,12.0,Trip Completed,2016-07-15 10:07:49,2016-07-15 10:50:50
112,6367,City,12.0,Trip Completed,2016-07-15 19:04:46,2016-07-15 19:46:04
113,155,City,13.0,Trip Completed,2016-07-11 05:32:00,2016-07-11 06:28:00
114,310,Airport,13.0,Trip Completed,2016-07-11 07:24:00,2016-07-11 08:28:00
115,607,City,13.0,Trip Completed,2016-07-11 11:51:00,2016-07-11 12:42:00
116,1012,City,13.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 19:57:00
117,1696,Airport,13.0,Trip Completed,2016-07-12 08:01:00,2016-07-12 08:42:00
118,3076,City,13.0,Trip Completed,2016-07-13 08:09:04,2016-07-13 09:12:19
119,4198,Airport,13.0,Trip Completed,2016-07-14 05:32:14,2016-07-14 06:45:32
120,4627,City,13.0,Trip Completed,2016-07-14 11:13:19,2016-07-14 12:00:12
121,5289,City,13.0,Trip Completed,2016-07-14 21:43:24,2016-07-14 22:24:13
122,5495,Airport,13.0,Trip Completed,2016-07-15 05:00:13,2016-07-15 06:02:27
123,6656,Airport,13.0,Trip Completed,2016-07-15 22:08:42,2016-07-15 22:41:18
124,139,Airport,14.0,Trip Completed,2016-07-11 05:21:00,2016-07-11 06:09:00
125,215,City,14.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 07:07:00
126,1816,City,14.0,Trip Completed,2016-07-12 09:24:00,2016-07-12 10:07:00
127,2505,Airport,14.0,Trip Completed,2016-07-12 21:03:00,2016-07-12 22:14:00
128,3346,City,14.0,Trip Completed,2016-07-13 13:01:42,2016-07-13 13:55:59
129,5294,City,14.0,Trip Completed,2016-07-14 21:45:50,2016-07-14 22:16:40
130,6226,Airport,14.0,Trip Completed,2016-07-15 17:34:25,2016-07-15 18:33:13
131,6733,Airport,14.0,Trip Completed,2016-07-15 23:32:44,2016-07-16 00:37:46
132,1027,Airport,15.0,Trip Completed,2016-07-11 19:18:00,2016-07-11 20:24:00
133,2675,Airport,15.0,Trip Completed,2016-07-12 23:43:00,2016-07-13 00:35:12
134,3200,City,15.0,Trip Completed,2016-07-13 09:39:44,2016-07-13 10:30:58
135,3865,City,15.0,Trip Completed,2016-07-13 21:52:05,2016-07-13 22:21:15
136,4468,City,15.0,Trip Completed,2016-07-14 08:42:46,2016-07-14 09:22:01
137,5163,Airport,15.0,Trip Completed,2016-07-14 20:34:30,2016-07-14 21:05:18
138,6009,City,15.0,Trip Completed,2016-07-15 12:22:35,2016-07-15 13:25:27
139,6448,Airport,15.0,Trip Completed,2016-07-15 20:02:54,2016-07-15 20:40:45
140,591,City,16.0,Trip Completed,2016-07-11 11:25:00,2016-07-11 12:31:00
141,709,City,16.0,Trip Completed,2016-07-11 14:16:00,2016-07-11 15:03:00
142,1167,Airport,16.0,Trip Completed,2016-07-11 20:50:00,2016-07-11 21:52:00
143,2661,Airport,16.0,Trip Completed,2016-07-12 23:23:00,2016-07-13 00:27:21
144,2808,City,16.0,Trip Completed,2016-07-13 05:05:16,2016-07-13 05:56:11
145,3258,Airport,16.0,Trip Completed,2016-07-13 10:12:51,2016-07-13 10:45:28
146,3413,Airport,16.0,Trip Completed,2016-07-13 15:32:01,2016-07-13 16:45:44
147,3939,Airport,16.0,Trip Completed,2016-07-13 22:26:26,2016-07-13 22:55:54
148,4125,City,16.0,Trip Completed,2016-07-14 04:37:11,2016-07-14 05:46:29
149,4457,City,16.0,Trip Completed,2016-07-14 08:36:24,2016-07-14 09:19:20
150,4728,City,16.0,Trip Completed,2016-07-14 14:04:13,2016-07-14 15:06:40
151,5347,Airport,16.0,Trip Completed,2016-07-14 22:51:47,2016-07-14 23:53:42
152,6147,City,16.0,Trip Completed,2016-07-15 16:11:02,2016-07-15 17:30:08
153,6496,Airport,16.0,Trip Completed,2016-07-15 20:33:00,2016-07-15 21:32:49
154,634,City,17.0,Trip Completed,2016-07-11 12:25:00,2016-07-11 13:06:00
155,939,Airport,17.0,Trip Completed,2016-07-11 18:25:00,2016-07-11 19:26:00
156,2628,Airport,17.0,Trip Completed,2016-07-12 22:10:00,2016-07-12 23:25:00
157,3021,City,17.0,Trip Completed,2016-07-13 07:33:20,2016-07-13 08:26:07
158,4743,City,17.0,Trip Completed,2016-07-14 14:54:16,2016-07-14 15:39:03
159,4981,City,17.0,Trip Completed,2016-07-14 18:47:42,2016-07-14 19:43:44
160,5367,Airport,17.0,Trip Completed,2016-07-14 23:35:34,2016-07-15 00:25:26
161,5471,Airport,17.0,Trip Completed,2016-07-15 04:48:57,2016-07-15 05:47:13
162,5988,Airport,17.0,Trip Completed,2016-07-15 11:48:32,2016-07-15 12:55:02
163,6477,Airport,17.0,Trip Completed,2016-07-15 20:21:26,2016-07-15 21:00:31
164,499,City,18.0,Trip Completed,2016-07-11 09:39:00,2016-07-11 10:16:00
165,1147,Airport,18.0,Trip Completed,2016-07-11 20:42:00,2016-07-11 21:18:00
166,1410,Airport,18.0,Trip Completed,2016-07-12 03:14:00,2016-07-12 04:27:00
167,1804,Airport,18.0,Trip Completed,2016-07-12 09:12:00,2016-07-12 09:57:00
168,1949,Airport,18.0,Trip Completed,2016-07-12 11:32:00,2016-07-12 12:13:00
169,2713,City,18.0,Trip Completed,2016-07-13 01:46:42,2016-07-13 02:37:08
170,2845,City,18.0,Trip Completed,2016-07-13 05:28:29,2016-07-13 06:10:40
171,3943,Airport,18.0,Trip Completed,2016-07-13 22:35:38,2016-07-13 23:33:20
172,4792,City,18.0,Trip Completed,2016-07-14 16:47:15,2016-07-14 17:34:39
173,5207,Airport,18.0,Trip Completed,2016-07-14 20:57:41,2016-07-14 21:56:21
174,5890,City,18.0,Trip Completed,2016-07-15 09:43:57,2016-07-15 10:55:22
175,494,City,19.0,Trip Completed,2016-07-11 09:36:00,2016-07-11 10:02:00
176,1485,City,19.0,Trip Completed,2016-07-12 05:21:00,2016-07-12 06:35:00
177,2042,City,19.0,Trip Completed,2016-07-12 14:30:00,2016-07-12 15:09:00
178,2561,Airport,19.0,Trip Completed,2016-07-12 21:29:00,2016-07-12 22:44:00
179,3813,Airport,19.0,Trip Completed,2016-07-13 21:06:57,2016-07-13 21:46:24
180,4260,Airport,19.0,Trip Completed,2016-07-14 06:11:51,2016-07-14 06:59:46
181,4395,City,19.0,Trip Completed,2016-07-14 08:00:15,2016-07-14 08:54:39
182,5919,City,19.0,Trip Completed,2016-07-15 10:03:42,2016-07-15 10:59:27
183,6002,Airport,19.0,Trip Completed,2016-07-15 12:04:15,2016-07-15 12:53:36
184,468,City,20.0,Trip Completed,2016-07-11 09:20:00,2016-07-11 10:05:00
185,693,Airport,20.0,Trip Completed,2016-07-11 13:51:00,2016-07-11 15:01:00
186,1178,City,20.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 22:06:00
187,2103,City,20.0,Trip Completed,2016-07-12 16:08:00,2016-07-12 17:18:00
188,2292,Airport,20.0,Trip Completed,2016-07-12 18:46:00,2016-07-12 19:23:00
189,3339,City,20.0,Trip Completed,2016-07-13 12:40:58,2016-07-13 13:30:26
190,3694,City,20.0,Trip Completed,2016-07-13 19:33:19,2016-07-13 20:35:08
191,4469,City,20.0,Trip Completed,2016-07-14 08:45:13,2016-07-14 09:48:08
192,6432,City,20.0,Trip Completed,2016-07-15 19:50:57,2016-07-15 20:30:05
193,1895,City,21.0,Trip Completed,2016-07-12 10:20:00,2016-07-12 10:52:00
194,1981,Airport,21.0,Trip Completed,2016-07-12 12:23:00,2016-07-12 12:56:00
195,3744,Airport,21.0,Trip Completed,2016-07-13 20:28:11,2016-07-13 21:22:42
196,4433,Airport,21.0,Trip Completed,2016-07-14 08:26:32,2016-07-14 09:12:02
197,6039,Airport,21.0,Trip Completed,2016-07-15 13:11:04,2016-07-15 13:38:01
198,6543,City,21.0,Trip Completed,2016-07-15 20:54:20,2016-07-15 22:12:36
199,110,City,22.0,Trip Completed,2016-07-11 05:05:00,2016-07-11 06:06:00
200,362,City,22.0,Trip Completed,2016-07-11 08:01:00,2016-07-11 09:18:00
201,666,Airport,22.0,Trip Completed,2016-07-11 13:02:00,2016-07-11 13:45:00
202,926,City,22.0,Trip Completed,2016-07-11 18:28:00,2016-07-11 19:34:00
203,1180,Airport,22.0,Trip Completed,2016-07-11 21:01:00,2016-07-11 22:14:00
204,1900,City,22.0,Trip Completed,2016-07-12 10:32:00,2016-07-12 11:42:00
205,2506,City,22.0,Trip Completed,2016-07-12 21:01:00,2016-07-12 21:38:00
206,3064,City,22.0,Trip Completed,2016-07-13 08:02:03,2016-07-13 08:58:46
207,3327,Airport,22.0,Trip Completed,2016-07-13 12:24:41,2016-07-13 13:23:39
208,3601,City,22.0,Trip Completed,2016-07-13 18:39:00,2016-07-13 19:29:07
209,4768,Airport,22.0,Trip Completed,2016-07-14 15:39:24,2016-07-14 16:49:03
210,5142,City,22.0,Trip Completed,2016-07-14 20:17:51,2016-07-14 20:48:58
211,5366,Airport,22.0,Trip Completed,2016-07-14 23:27:22,2016-07-15 00:19:50
212,5575,City,22.0,Trip Completed,2016-07-15 05:53:55,2016-07-15 06:50:02
213,5902,City,22.0,Trip Completed,2016-07-15 09:52:57,2016-07-15 10:37:05
214,6694,Airport,22.0,Trip Completed,2016-07-15 22:45:44,2016-07-15 23:17:53
215,523,Airport,23.0,Trip Completed,2016-07-11 09:48:00,2016-07-11 10:37:00
216,747,City,23.0,Trip Completed,2016-07-11 15:53:00,2016-07-11 16:43:00
217,1371,Airport,23.0,Trip Completed,2016-07-12 00:22:00,2016-07-12 01:33:00
218,1553,City,23.0,Trip Completed,2016-07-12 06:09:00,2016-07-12 07:09:00
219,1692,Airport,23.0,Trip Completed,2016-07-12 07:52:00,2016-07-12 09:01:00
220,2114,City,23.0,Trip Completed,2016-07-12 16:36:00,2016-07-12 17:21:00
221,2742,City,23.0,Trip Completed,2016-07-13 03:07:37,2016-07-13 03:51:35
222,4273,City,23.0,Trip Completed,2016-07-14 06:17:01,2016-07-14 07:02:28
223,4668,City,23.0,Trip Completed,2016-07-14 12:25:02,2016-07-14 13:34:58
224,5425,City,23.0,Trip Completed,2016-07-15 02:23:56,2016-07-15 03:08:35
225,5488,City,23.0,Trip Completed,2016-07-15 04:53:42,2016-07-15 06:00:16
226,5781,City,23.0,Trip Completed,2016-07-15 08:35:47,2016-07-15 09:42:27
227,5966,Airport,23.0,Trip Completed,2016-07-15 10:54:27,2016-07-15 11:58:44
228,6122,City,23.0,Trip Completed,2016-07-15 15:26:06,2016-07-15 16:29:40
229,357,Airport,24.0,Trip Completed,2016-07-11 08:00:00,2016-07-11 09:08:00
230,1068,City,24.0,Trip Completed,2016-07-11 19:52:00,2016-07-11 20:48:00
231,2689,Airport,24.0,Trip Completed,2016-07-13 00:34:03,2016-07-13 01:49:08
232,2791,City,24.0,Trip Completed,2016-07-13 04:56:20,2016-07-13 05:33:20
233,3321,City,24.0,Trip Completed,2016-07-13 12:23:02,2016-07-13 13:25:14
234,3423,Airport,24.0,Trip Completed,2016-07-13 15:52:07,2016-07-13 16:50:46
235,3761,Airport,24.0,Trip Completed,2016-07-13 20:35:24,2016-07-13 21:39:02
236,4140,City,24.0,Trip Completed,2016-07-14 04:48:09,2016-07-14 06:05:01
237,4656,City,24.0,Trip Completed,2016-07-14 12:06:27,2016-07-14 12:49:14
238,4931,Airport,24.0,Trip Completed,2016-07-14 18:21:52,2016-07-14 18:54:03
239,5268,City,24.0,Trip Completed,2016-07-14 21:29:35,2016-07-14 22:30:11
240,5811,City,24.0,Trip Completed,2016-07-15 08:46:30,2016-07-15 09:26:33
241,6139,Airport,24.0,Trip Completed,2016-07-15 15:45:16,2016-07-15 16:40:41
242,6333,Airport,24.0,Trip Completed,2016-07-15 18:41:22,2016-07-15 19:53:29
243,773,City,25.0,Trip Completed,2016-07-11 16:23:00,2016-07-11 17:21:00
244,1123,City,25.0,Trip Completed,2016-07-11 20:20:00,2016-07-11 21:18:00
245,2667,Airport,25.0,Trip Completed,2016-07-12 23:35:00,2016-07-13 00:40:52
246,2833,City,25.0,Trip Completed,2016-07-13 05:27:26,2016-07-13 06:19:18
247,3396,City,25.0,Trip Completed,2016-07-13 14:59:08,2016-07-13 15:57:24
248,3590,City,25.0,Trip Completed,2016-07-13 18:31:29,2016-07-13 19:31:56
249,3762,City,25.0,Trip Completed,2016-07-13 20:38:10,2016-07-13 21:21:24
250,4566,City,25.0,Trip Completed,2016-07-14 09:48:56,2016-07-14 10:22:52
251,4862,City,25.0,Trip Completed,2016-07-14 17:37:44,2016-07-14 18:41:40
252,5564,Airport,25.0,Trip Completed,2016-07-15 05:41:11,2016-07-15 06:53:22
253,6187,City,25.0,Trip Completed,2016-07-15 17:11:08,2016-07-15 18:08:11
254,6642,City,25.0,Trip Completed,2016-07-15 22:07:14,2016-07-15 22:54:02
255,322,City,26.0,Trip Completed,2016-07-11 07:31:00,2016-07-11 08:10:00
256,793,City,26.0,Trip Completed,2016-07-11 17:04:00,2016-07-11 18:06:00
257,898,Airport,26.0,Trip Completed,2016-07-11 18:14:00,2016-07-11 19:09:00
258,1258,City,26.0,Trip Completed,2016-07-11 21:51:00,2016-07-11 23:00:00
259,2832,City,26.0,Trip Completed,2016-07-13 05:20:16,2016-07-13 06:14:07
260,3139,City,26.0,Trip Completed,2016-07-13 08:54:04,2016-07-13 09:22:42
261,3438,City,26.0,Trip Completed,2016-07-13 16:12:53,2016-07-13 17:13:44
262,3966,Airport,26.0,Trip Completed,2016-07-13 22:50:42,2016-07-13 23:27:43
263,6401,Airport,26.0,Trip Completed,2016-07-15 19:33:00,2016-07-15 20:16:57
264,204,City,27.0,Trip Completed,2016-07-11 06:04:00,2016-07-11 06:44:00
265,632,Airport,27.0,Trip Completed,2016-07-11 12:20:00,2016-07-11 13:10:00
266,763,City,27.0,Trip Completed,2016-07-11 16:19:00,2016-07-11 17:25:00
267,1786,Airport,27.0,Trip Completed,2016-07-12 09:03:00,2016-07-12 09:58:00
268,1968,City,27.0,Trip Completed,2016-07-12 12:10:00,2016-07-12 12:49:00
269,2088,Airport,27.0,Trip Completed,2016-07-12 15:51:00,2016-07-12 17:02:00
270,2473,Airport,27.0,Trip Completed,2016-07-12 20:43:00,2016-07-12 21:20:00
271,2869,Airport,27.0,Trip Completed,2016-07-13 05:50:09,2016-07-13 06:27:07
272,3742,Airport,27.0,Trip Completed,2016-07-13 20:24:23,2016-07-13 20:48:05
273,4440,Airport,27.0,Trip Completed,2016-07-14 08:26:29,2016-07-14 09:00:36
274,5234,City,27.0,Trip Completed,2016-07-14 21:09:47,2016-07-14 21:52:37
275,6354,Airport,27.0,Trip Completed,2016-07-15 18:59:01,2016-07-15 19:35:10
276,6638,City,27.0,Trip Completed,2016-07-15 21:59:10,2016-07-15 23:13:18
277,84,City,28.0,Trip Completed,2016-07-11 04:50:00,2016-07-11 05:26:00
278,1199,City,28.0,Trip Completed,2016-07-11 21:17:00,2016-07-11 21:53:00
279,1676,Airport,28.0,Trip Completed,2016-07-12 07:44:00,2016-07-12 08:40:00
280,2774,City,28.0,Trip Completed,2016-07-13 04:33:38,2016-07-13 05:13:54
281,3220,Airport,28.0,Trip Completed,2016-07-13 09:51:41,2016-07-13 10:24:39
282,3718,Airport,28.0,Trip Completed,2016-07-13 19:56:20,2016-07-13 20:47:17
283,4904,Airport,28.0,Trip Completed,2016-07-14 18:02:23,2016-07-14 18:58:49
284,6527,Airport,28.0,Trip Completed,2016-07-15 20:54:01,2016-07-15 21:53:29
285,6710,City,28.0,Trip Completed,2016-07-15 23:02:36,2016-07-16 00:12:12
286,1584,Airport,29.0,Trip Completed,2016-07-12 06:26:00,2016-07-12 07:18:00
287,1966,Airport,29.0,Trip Completed,2016-07-12 12:05:00,2016-07-12 13:12:00
288,2827,City,29.0,Trip Completed,2016-07-13 05:18:31,2016-07-13 06:18:22
289,2945,Airport,29.0,Trip Completed,2016-07-13 06:34:13,2016-07-13 07:28:05
290,3365,City,29.0,Trip Completed,2016-07-13 13:47:14,2016-07-13 14:51:51
291,3548,Airport,29.0,Trip Completed,2016-07-13 18:07:42,2016-07-13 19:12:22
292,3753,City,29.0,Trip Completed,2016-07-13 20:30:08,2016-07-13 21:42:32
293,4569,Airport,29.0,Trip Completed,2016-07-14 09:48:17,2016-07-14 10:49:39
294,6309,Airport,29.0,Trip Completed,2016-07-15 18:29:54,2016-07-15 19:42:21
295,6437,City,29.0,Trip Completed,2016-07-15 19:53:52,2016-07-15 20:26:32
296,517,Airport,30.0,Trip Completed,2016-07-11 09:45:00,2016-07-11 10:24:00
297,1406,Airport,30.0,Trip Completed,2016-07-12 03:02:00,2016-07-12 03:55:00
298,1643,Airport,30.0,Trip Completed,2016-07-12 07:18:00,2016-07-12 08:10:00
299,2108,Airport,30.0,Trip Completed,2016-07-12 16:14:00,2016-07-12 16:48:00
300,2647,City,30.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:18:00
301,3129,City,30.0,Trip Completed,2016-07-13 08:41:49,2016-07-13 09:41:42
302,3738,Airport,30.0,Trip Completed,2016-07-13 20:15:54,2016-07-13 20:55:01
303,4422,Airport,30.0,Trip Completed,2016-07-14 08:13:15,2016-07-14 09:13:10
304,4790,City,30.0,Trip Completed,2016-07-14 16:43:53,2016-07-14 17:56:08
305,5496,City,30.0,Trip Completed,2016-07-15 04:59:58,2016-07-15 05:34:09
306,6484,Airport,30.0,Trip Completed,2016-07-15 20:19:45,2016-07-15 21:01:21
307,6731,Airport,30.0,Trip Completed,2016-07-15 23:23:55,2016-07-16 00:11:55
308,629,Airport,31.0,Trip Completed,2016-07-11 12:14:00,2016-07-11 13:00:00
309,745,Airport,31.0,Trip Completed,2016-07-11 15:48:00,2016-07-11 16:45:00
